booking_id,user_id,show_id,booking_date,total_tickets,seat_numbers,total_amount,payment_status,transaction_ref
BK_181,US_6059,SH_6096,2024-02-06 11:52:43,4,,1565.92,completed,
BK_182,US_2970,SH_3415,2024-09-09 17:46:42,2,,368.42,completed,
BK_183,US_314,SH_4231,2025-01-15 18:51:21,4,,947.12,completed,
BK_184,US_5073,SH_7508,2024-02-16 05:08:49,4,,776.08,completed,
BK_185,US_3813,SH_4830,2025-08-31 17:12:38,1,,454.52,completed,
BK_186,US_3220,SH_3863,2025-05-27 02:12:58,1,,411.76,completed,
BK_188,US_3536,SH_6286,2024-09-12 17:41:07,2,,0.0,refunded,
BK_189,US_5092,SH_7834,2025-05-27 17:16:58,3,,1325.43,completed,
BK_190,US_3761,SH_9724,2025-04-21 01:11:34,1,,0.0,failed,
BK_191,US_2128,SH_9649,2025-10-28 00:18:46,3,,808.86,completed,
BK_192,US_1898,SH_3648,2025-11-06 01:46:42,3,,1442.91,completed,
BK_193,US_1113,SH_5965,2024-11-09 09:16:01,3,,1387.77,completed,
BK_194,US_9983,SH_9903,2025-08-17 03:03:57,4,,0.0,failed,
BK_195,US_3334,SH_9203,2025-09-01 20:22:15,4,,0.0,failed,
BK_196,US_6548,SH_7750,2025-03-14 16:18:28,1,,0.0,failed,
BK_197,US_4890,SH_9529,2024-09-30 17:28:52,1,,424.48,completed,
BK_199,US_7868,SH_805,2024-09-15 12:32:44,3,,0.0,failed,
BK_200,US_7554,SH_8290,2024-07-26 04:06:03,1,,334.89,completed,
BK_202,US_8882,SH_3243,2024-10-12 15:24:23,4,,937.64,completed,
BK_203,US_1566,SH_341,2024-01-25 06:59:27,2,,669.7,completed,
BK_204,US_4208,SH_5656,2025-08-14 00:08:16,1,,0.0,failed,
BK_205,US_9924,SH_2918,2024-05-23 04:20:54,1,,266.5,completed,
BK_206,US_735,SH_4455,2024-05-03 07:17:31,2,,819.66,completed,
BK_207,US_962,SH_1378,2025-04-08 20:37:15,1,,0.0,failed,
BK_209,US_2980,SH_3892,2025-06-01 13:33:17,2,,413.74,completed,
BK_213,US_1800,SH_2349,2024-10-02 18:06:07,4,,1049.4,completed,
BK_214,US_1161,SH_3505,2024-08-20 00:52:39,2,,516.02,completed,
BK_216,US_9389,SH_1571,2024-10-24 19:33:22,1,,351.94,completed,
BK_217,US_287,SH_7450,2024-01-02 16:46:15,4,,1062.88,completed,
BK_218,US_8025,SH_4246,2025-04-08 14:28:56,4,,1975.72,completed,
BK_221,US_5449,SH_2284,2024-10-29 10:19:36,4,,1567.68,completed,
BK_222,US_505,SH_6311,2025-02-01 22:49:04,1,,0.0,failed,
BK_223,US_3657,SH_4140,2025-09-26 10:16:47,2,,749.14,completed,
BK_224,US_233,SH_8830,2024-08-31 05:10:49,1,,325.83,completed,
BK_225,US_1862,SH_8713,2024-02-25 12:05:39,1,,0.0,failed,
BK_226,US_196,SH_1641,2024-07-29 09:27:59,4,,1105.72,completed,
BK_227,US_5210,SH_4008,2024-03-17 10:58:52,3,,1195.1999999999998,completed,
BK_229,US_146,SH_9545,2025-02-25 13:37:25,1,,452.98,completed,
BK_230,US_986,SH_988,2024-02-02 01:15:51,1,,171.03,completed,
BK_231,US_8763,SH_9652,2024-11-06 13:43:17,2,,0.0,refunded,
BK_232,US_8143,SH_7737,2025-09-04 14:25:54,1,,200.7,completed,
BK_233,US_9311,SH_555,2024-02-03 05:23:41,2,,0.0,failed,
BK_234,US_3273,SH_2527,2025-06-30 05:58:53,1,,189.83,completed,
BK_235,US_160,SH_5791,2024-07-30 01:30:43,1,,255.7,completed,
BK_236,US_3889,SH_3567,2024-04-02 18:08:38,2,,984.5,completed,
BK_237,US_9000,SH_8670,2025-06-16 18:25:45,4,,910.0,completed,
BK_238,US_7940,SH_2541,2024-03-08 23:57:33,4,,1953.88,completed,
BK_239,US_7586,SH_9536,2025-08-19 18:48:59,1,,447.39,completed,
BK_240,US_1979,SH_9806,2025-09-25 05:56:10,2,,582.64,completed,
BK_241,US_7350,SH_3405,2024-09-02 04:15:27,3,,1133.97,completed,
BK_242,US_5486,SH_6960,2024-07-24 18:28:21,2,,561.3,completed,
BK_243,US_2095,SH_4203,2024-11-22 00:02:22,4,,1068.04,completed,
BK_245,US_8953,SH_7782,2024-02-03 13:51:20,3,,679.17,completed,
BK_246,US_6282,SH_1289,2024-09-25 11:12:23,2,,954.86,completed,
BK_247,US_301,SH_8679,2025-02-21 20:33:10,3,,1343.97,completed,
BK_248,US_4178,SH_7616,2024-05-01 03:20:03,3,,675.1800000000001,completed,
BK_249,US_1590,SH_5092,2024-10-27 19:03:02,4,,1130.0,completed,
BK_250,US_3937,SH_7920,2024-11-26 14:50:35,3,,1224.75,completed,
BK_252,US_9333,SH_7387,2024-03-03 22:34:17,1,,274.09,completed,
BK_253,US_4526,SH_5128,2024-01-23 04:08:12,2,,0.0,refunded,
BK_255,US_8889,SH_6678,2025-06-06 09:07:00,1,,367.39,completed,
BK_256,US_2938,SH_9468,2025-08-16 18:42:46,2,,682.7,completed,
BK_257,US_6195,SH_258,2025-09-21 16:24:45,4,,1313.6,completed,
BK_258,US_3061,SH_5376,2025-01-13 19:39:32,3,,1452.27,completed,
BK_259,US_2284,SH_2062,2025-06-27 03:28:12,2,,785.94,completed,
BK_260,US_1357,SH_455,2025-01-07 23:18:04,4,,0.0,refunded,
BK_261,US_6212,SH_3544,2025-01-30 15:31:34,4,,1320.28,completed,
BK_262,US_9088,SH_4563,2024-02-13 13:38:47,2,,713.86,completed,
BK_263,US_3706,SH_7012,2025-09-13 18:15:50,4,,845.16,completed,
BK_264,US_9634,SH_9169,2025-07-01 01:12:34,3,,763.3499999999999,completed,
BK_265,US_2582,SH_1825,2024-02-18 05:11:37,1,,312.56,completed,
BK_266,US_190,SH_2989,2024-10-08 18:27:04,1,,321.89,completed,
BK_267,US_1423,SH_6522,2024-08-18 18:22:57,1,,418.56,completed,
BK_269,US_7567,SH_8542,2025-04-18 03:51:41,3,,0.0,refunded,
BK_270,US_5823,SH_2054,2025-01-01 20:18:09,4,,0.0,refunded,
BK_271,US_2219,SH_5449,2024-07-16 13:13:05,2,,617.1,completed,
BK_272,US_204,SH_1681,2024-12-14 17:26:46,1,,493.14,completed,
BK_273,US_2414,SH_3530,2025-06-23 02:09:28,1,,456.35,completed,
BK_274,US_3662,SH_730,2024-12-15 12:52:57,4,,1882.16,completed,
BK_275,US_5959,SH_6484,2024-03-28 14:36:11,3,,1327.56,completed,
BK_276,US_9401,SH_5314,2024-11-21 22:25:44,2,,685.78,completed,
BK_277,US_5424,SH_3008,2025-01-16 09:07:42,2,,586.02,completed,
BK_278,US_5766,SH_7568,2024-06-25 10:35:35,2,,852.8,completed,
BK_279,US_2150,SH_8361,2024-08-28 04:29:27,1,,373.22,completed,
BK_281,US_2800,SH_6707,2025-10-28 12:31:06,2,,389.76,completed,
BK_284,US_3364,SH_9360,2024-12-29 16:32:34,3,,1315.17,completed,
BK_285,US_2310,SH_7871,2024-07-31 21:51:46,2,,626.16,completed,
BK_286,US_7841,SH_9889,2024-06-29 12:33:04,3,,807.4499999999999,completed,
BK_287,US_2624,SH_5676,2025-11-15 01:13:28,1,,361.94,completed,
BK_288,US_3585,SH_2336,2025-06-03 11:27:35,1,,175.79,completed,
BK_290,US_3031,SH_1412,2024-07-06 12:12:32,3,,1030.41,completed,
BK_291,US_7244,SH_2846,2024-04-25 10:21:17,3,,0.0,failed,
BK_293,US_2278,SH_2826,2025-04-04 23:11:02,3,,1003.29,completed,
BK_294,US_2139,SH_4624,2025-03-29 18:31:06,2,,998.72,completed,
BK_296,US_350,SH_6645,2025-01-07 07:21:44,1,,200.65,completed,
BK_298,US_9220,SH_2832,2025-07-02 19:48:51,1,,163.73,completed,
BK_301,US_435,SH_116,2025-01-10 16:32:46,3,,1396.98,completed,
BK_302,US_8917,SH_81,2025-03-16 09:59:51,3,,1450.71,completed,
BK_306,US_9278,SH_7056,2024-02-29 13:42:41,4,,1055.0,completed,
BK_307,US_5585,SH_1275,2025-04-01 18:41:36,4,,1682.24,completed,
BK_308,US_2403,SH_6056,2024-12-07 21:01:40,4,,1631.0,completed,
BK_309,US_6876,SH_3089,2025-03-09 20:43:48,3,,0.0,failed,
BK_310,US_9677,SH_7774,2025-03-07 14:04:16,2,,888.88,completed,
BK_311,US_9994,SH_3281,2025-07-29 07:49:37,1,,277.55,completed,
BK_312,US_8564,SH_3129,2024-11-08 15:07:13,3,,778.86,completed,
BK_313,US_107,SH_183,2024-09-09 08:45:02,1,,367.71,completed,
BK_314,US_5638,SH_2709,2025-11-30 02:42:07,2,,0.0,refunded,
BK_315,US_8932,SH_3464,2024-08-08 13:20:16,1,,272.03,completed,
BK_316,US_4761,SH_6742,2025-11-17 06:55:46,2,,705.32,completed,
BK_317,US_5856,SH_8780,2024-08-23 19:03:29,3,,0.0,refunded,
BK_318,US_1458,SH_1702,2024-01-05 11:21:30,1,,417.44,completed,
BK_319,US_1785,SH_3206,2024-10-28 06:41:08,4,,1320.04,completed,
BK_320,US_2881,SH_6839,2025-06-05 16:25:02,1,,177.5,completed,
BK_321,US_1637,SH_50,2024-12-30 14:51:48,1,,454.09,completed,
BK_322,US_807,SH_2436,2025-12-25 21:21:59,2,,477.48,completed,
BK_323,US_7454,SH_6902,2025-04-10 04:20:14,3,,943.02,completed,
BK_324,US_4772,SH_5945,2025-04-19 00:31:12,4,,1794.24,completed,
BK_325,US_1724,SH_3776,2025-05-11 07:32:29,3,,508.16999999999996,completed,
BK_326,US_5523,SH_1538,2025-09-28 12:57:51,3,,998.64,completed,
BK_327,US_8911,SH_3470,2024-05-30 17:22:52,3,,1297.08,completed,
BK_328,US_1137,SH_6332,2025-11-08 17:07:06,2,,911.24,completed,
BK_329,US_5321,SH_8628,2025-11-15 23:56:06,1,,194.99,completed,
BK_330,US_7494,SH_8180,2024-11-05 07:06:00,3,,629.9399999999999,completed,
BK_331,US_3269,SH_51,2024-01-19 07:13:35,2,,355.76,completed,
BK_332,US_6645,SH_1899,2025-12-02 17:09:41,4,,943.36,completed,
BK_333,US_8898,SH_5663,2024-10-28 03:57:41,2,,773.72,completed,
BK_334,US_6552,SH_6872,2025-01-05 05:14:52,4,,1951.32,completed,
BK_335,US_2832,SH_4812,2025-07-19 09:30:13,4,,1328.44,completed,
BK_336,US_7702,SH_3647,2024-11-30 03:24:20,1,,374.57,completed,
BK_337,US_1620,SH_4120,2025-05-23 17:41:22,3,,857.8199999999999,completed,
BK_338,US_5361,SH_1322,2025-09-29 04:18:16,4,,0.0,refunded,
BK_339,US_7652,SH_3948,2025-12-12 06:41:22,3,,902.97,completed,
BK_340,US_2036,SH_171,2025-01-04 00:03:55,2,,474.26,completed,
BK_342,US_4425,SH_9236,2024-08-12 00:34:24,1,,471.71,completed,
BK_343,US_712,SH_6017,2024-12-04 03:36:31,2,,922.02,completed,
BK_344,US_4713,SH_682,2025-02-18 08:08:54,4,,1612.48,completed,
BK_345,US_6388,SH_3429,2025-03-01 11:10:32,3,,1419.1200000000001,completed,
BK_346,US_9692,SH_3678,2024-03-21 02:11:30,4,,758.6,completed,
BK_349,US_8992,SH_7145,2024-03-12 04:17:06,1,,166.05,completed,
BK_350,US_8088,SH_6538,2025-09-24 07:20:13,3,,1481.52,completed,
BK_351,US_2548,SH_1630,2025-04-26 04:29:08,4,,1835.52,completed,
BK_352,US_2162,SH_4690,2025-05-06 18:15:21,4,,847.72,completed,
BK_353,US_2583,SH_2196,2024-02-20 20:17:26,2,,319.08,completed,
BK_354,US_1777,SH_2177,2025-06-06 01:57:34,2,,526.1,completed,
BK_356,US_1612,SH_1912,2024-10-31 14:58:30,3,,600.6899999999999,completed,
BK_357,US_943,SH_8201,2025-02-13 01:56:13,3,,910.6800000000001,completed,
BK_358,US_8598,SH_6137,2024-03-17 23:09:46,1,,173.36,completed,
BK_359,US_4562,SH_5470,2024-11-03 03:38:35,1,,0.0,refunded,
BK_360,US_41,SH_4723,2025-10-15 19:23:42,4,,628.64,completed,
BK_361,US_4852,SH_8685,2024-11-22 00:04:51,4,,807.12,completed,
BK_362,US_8432,SH_5827,2025-01-29 20:31:36,2,,558.76,completed,
BK_363,US_5334,SH_6362,2025-11-02 10:14:48,1,,476.47,completed,
BK_365,US_2711,SH_142,2025-07-05 00:28:56,2,,868.46,completed,
BK_366,US_6314,SH_5344,2024-06-02 04:17:36,4,,712.8,completed,
BK_367,US_3455,SH_8367,2024-07-28 21:32:35,4,,0.0,failed,
BK_369,US_3410,SH_8785,2024-03-12 09:23:55,3,,1482.9,completed,
BK_370,US_9600,SH_6370,2025-12-25 13:17:20,2,,720.92,completed,
BK_371,US_4081,SH_9805,2025-04-08 14:46:34,4,,0.0,refunded,
BK_373,US_3442,SH_1204,2025-05-25 06:27:13,1,,337.86,completed,
BK_374,US_4056,SH_4782,2024-11-20 16:19:30,2,,662.28,completed,
BK_376,US_5786,SH_3459,2025-07-21 04:13:07,3,,1307.94,completed,
BK_378,US_9271,SH_8650,2024-10-20 09:05:32,2,,604.98,completed,
BK_379,US_784,SH_7607,2025-10-07 03:25:50,2,,871.86,completed,
BK_380,US_517,SH_2993,2025-03-04 15:13:45,2,,0.0,failed,
BK_381,US_9660,SH_4733,2025-09-28 11:08:50,4,,1784.16,completed,
BK_382,US_5900,SH_9987,2025-03-07 13:23:46,1,,339.79,completed,
BK_383,US_1632,SH_8238,2024-01-17 01:25:07,4,,920.2,completed,
BK_384,US_8627,SH_3364,2024-12-14 20:30:29,4,,1738.64,completed,
BK_385,US_6275,SH_1438,2024-04-21 00:18:54,3,,1269.96,completed,
BK_386,US_4858,SH_5610,2025-07-14 02:26:47,4,,621.64,completed,
BK_387,US_1169,SH_6370,2025-06-19 13:44:42,4,,1441.84,completed,
BK_388,US_4101,SH_5531,2024-07-08 08:18:51,1,,396.51,completed,
BK_389,US_9858,SH_8472,2025-08-18 15:35:30,3,,1115.1299999999999,completed,
BK_391,US_196,SH_8322,2025-11-14 11:20:36,1,,440.51,completed,
BK_392,US_5673,SH_357,2025-11-24 08:12:26,4,,1658.32,completed,
BK_393,US_3291,SH_6724,2025-06-11 09:19:03,4,,1886.48,completed,
BK_394,US_5385,SH_3395,2024-10-19 22:51:47,4,,1335.64,completed,
BK_395,US_1036,SH_5975,2025-01-26 13:04:33,3,,534.96,completed,
BK_396,US_2298,SH_2890,2025-11-08 08:07:48,4,,1422.08,completed,
BK_397,US_124,SH_1071,2025-06-28 12:08:38,4,,936.16,completed,
BK_398,US_8500,SH_7647,2024-05-17 02:52:12,4,,1590.36,completed,
BK_399,US_8585,SH_167,2024-01-13 15:51:29,1,,274.81,completed,
BK_400,US_3100,SH_4380,2024-11-01 22:50:06,4,,1401.88,completed,
BK_402,US_1935,SH_3064,2024-02-25 01:05:52,4,,904.08,completed,
BK_403,US_8926,SH_4117,2025-01-26 05:32:44,3,,1258.1100000000001,completed,
BK_404,US_3788,SH_9925,2025-09-08 06:42:05,3,,1486.3799999999999,completed,
BK_405,US_497,SH_110,2024-03-06 06:16:39,3,,1412.5500000000002,completed,
BK_406,US_3894,SH_8820,2024-01-01 19:42:19,4,,0.0,failed,
BK_407,US_6341,SH_3155,2024-09-24 12:08:11,3,,1154.07,completed,
BK_408,US_8001,SH_5621,2025-08-02 04:53:07,2,,0.0,failed,
BK_409,US_1246,SH_2092,2025-04-20 18:27:05,3,,525.12,completed,
BK_410,US_3055,SH_8025,2024-01-16 12:30:33,2,,344.5,completed,
