review_id,user_id,movie_id,rating,comment,review_date
REV_52,US_4569,MV_2908,7.7,Could be better.,2025-05-01 01:37:10
REV_53,US_54,MV_9119,2.4,Could be better.,2025-09-27 15:32:03
REV_54,US_7538,MV_7515,2.5,Great movie!,2024-03-16 23:39:42
REV_55,US_3932,MV_8742,9.7,Could be better.,2025-02-17 00:30:23
REV_56,US_7708,MV_9206,6.3,Great movie!,2025-12-17 05:59:36
REV_57,US_7777,MV_5201,4.6,Great movie!,2024-02-18 05:16:00
REV_59,US_4863,MV_2230,1.8,Great movie!,2025-05-09 09:07:58
REV_60,US_9402,MV_5414,9.2,Could be better.,2024-06-24 04:17:28
REV_61,US_7416,MV_9670,1.8,Could be better.,2024-12-16 22:11:31
REV_62,US_8332,MV_3683,4.2,Great movie!,2024-01-21 19:03:30
REV_63,US_2174,MV_2154,8.0,Could be better.,2024-08-24 09:57:20
REV_64,US_2342,MV_6381,1.8,Great movie!,2025-10-22 04:15:30
REV_65,US_6234,MV_2329,4.9,Could be better.,2024-05-20 08:40:14
REV_66,US_2284,MV_5764,4.6,Could be better.,2024-12-28 16:19:48
REV_67,US_1787,MV_3061,4.1,Could be better.,2024-12-08 10:28:52
REV_68,US_1766,MV_391,4.1,Great movie!,2024-10-22 18:28:17
REV_69,US_5622,MV_4999,3.3,Great movie!,2025-05-10 16:10:03
REV_70,US_1395,MV_7126,1.5,Could be better.,2025-07-06 05:44:42
REV_71,US_6106,MV_1650,1.8,Could be better.,2025-07-29 05:28:57
REV_72,US_9979,MV_5235,8.2,Great movie!,2025-03-17 05:20:51
REV_73,US_4795,MV_7780,6.2,Great movie!,2024-11-06 16:03:18
REV_74,US_7298,MV_5095,7.2,Great movie!,2025-05-31 23:34:46
REV_75,US_115,MV_8778,8.9,Great movie!,2024-07-25 19:14:26
REV_76,US_2749,MV_8320,4.1,Could be better.,2024-12-29 16:36:05
REV_77,US_1796,MV_1865,6.2,Could be better.,2024-05-07 18:34:35
REV_78,US_990,MV_9393,4.7,Great movie!,2025-09-15 09:33:57
REV_79,US_1356,MV_3189,2.0,Could be better.,2025-11-13 15:36:55
REV_80,US_8477,MV_9010,5.6,Great movie!,2025-07-21 08:52:12
REV_81,US_2232,MV_8906,8.0,Could be better.,2024-08-11 10:40:22
REV_82,US_2765,MV_9678,6.4,Great movie!,2025-06-27 00:11:13
REV_83,US_3212,MV_5493,4.3,Could be better.,2025-08-22 07:17:52
REV_84,US_4924,MV_3059,2.9,Could be better.,2024-08-05 06:58:10
REV_85,US_9397,MV_560,1.1,Great movie!,2025-02-08 06:33:37
REV_86,US_6946,MV_1756,6.3,Great movie!,2024-12-17 12:30:56
REV_87,US_3229,MV_6552,3.6,Could be better.,2025-09-08 02:55:53
REV_88,US_789,MV_197,8.7,Could be better.,2024-10-29 04:35:19
REV_89,US_8340,MV_7467,4.5,Great movie!,2025-10-16 15:45:33
REV_90,US_4602,MV_8399,4.0,Could be better.,2025-01-04 01:43:23
REV_91,US_2909,MV_5737,7.3,Could be better.,2024-08-15 09:00:24
REV_92,US_106,MV_1571,8.8,Could be better.,2024-09-25 07:13:00
REV_93,US_1521,MV_2018,1.5,Could be better.,2025-06-04 15:17:39
REV_94,US_5466,MV_7918,6.0,Could be better.,2025-07-19 14:48:40
REV_96,US_3393,MV_1139,9.0,Great movie!,2025-05-07 05:43:18
REV_97,US_1517,MV_9712,7.4,Great movie!,2025-10-02 08:47:06
REV_98,US_1282,MV_6179,1.5,Could be better.,2025-11-28 15:21:42
REV_99,US_879,MV_3046,5.4,Great movie!,2025-11-07 02:16:17
REV_100,US_546,MV_492,8.1,Could be better.,2024-05-10 11:22:00
REV_101,US_8871,MV_5948,1.7,Great movie!,2025-02-09 18:26:34
REV_102,US_7565,MV_6622,6.2,Great movie!,2025-12-24 12:41:28
REV_103,US_1173,MV_6259,6.7,Great movie!,2025-05-15 02:56:50
REV_104,US_8201,MV_1654,2.2,Great movie!,2025-12-16 23:22:41
REV_105,US_4354,MV_8698,2.8,Great movie!,2025-03-16 17:44:18
REV_106,US_8575,MV_948,8.6,Great movie!,2025-11-02 08:40:37
REV_107,US_6019,MV_9227,1.9,Could be better.,2025-05-21 22:09:14
REV_108,US_2933,MV_8958,2.0,Could be better.,2024-04-14 09:03:48
REV_109,US_9577,MV_2165,9.7,Could be better.,2025-10-01 23:15:49
REV_111,US_2517,MV_6900,8.8,Great movie!,2024-08-10 11:47:20
REV_112,US_7836,MV_6668,1.8,Could be better.,2024-11-26 06:40:39
REV_113,US_9143,MV_2612,8.2,Could be better.,2025-02-25 05:29:02
REV_114,US_7966,MV_2774,4.8,Great movie!,2025-09-28 09:59:07
REV_116,US_8648,MV_9006,4.7,Could be better.,2024-10-08 13:56:08
REV_117,US_3506,MV_9022,8.6,Great movie!,2025-11-15 19:06:20
REV_119,US_5838,MV_904,5.2,Great movie!,2025-04-08 04:40:49
REV_120,US_4753,MV_368,5.2,Could be better.,2025-03-07 06:02:40
REV_121,US_1895,MV_5653,4.0,Great movie!,2025-02-16 18:01:50
REV_122,US_5385,MV_4338,2.8,Great movie!,2025-08-31 11:04:39
REV_123,US_4773,MV_2897,9.7,Great movie!,2024-01-19 10:05:15
REV_124,US_4737,MV_9513,5.9,Great movie!,2025-07-30 14:20:26
REV_125,US_6298,MV_1702,7.8,Great movie!,2024-04-26 16:47:39
REV_126,US_9784,MV_1046,8.6,Could be better.,2025-11-17 15:50:11
REV_127,US_3252,MV_3498,4.2,Could be better.,2025-08-04 16:17:59
REV_128,US_3693,MV_8342,7.1,Could be better.,2025-08-22 08:36:08
REV_129,US_7815,MV_1206,8.0,Could be better.,2024-05-26 13:07:36
REV_130,US_1031,MV_5525,2.2,Could be better.,2024-02-29 15:58:42
REV_131,US_4738,MV_123,4.5,Could be better.,2025-02-21 15:52:46
REV_132,US_3866,MV_9175,5.4,Could be better.,2025-04-06 01:06:34
REV_133,US_4019,MV_5341,2.0,Great movie!,2025-03-27 21:57:03
REV_134,US_8333,MV_6287,3.2,Could be better.,2024-04-24 06:22:16
REV_135,US_4146,MV_4005,5.2,Could be better.,2024-07-17 12:25:25
REV_136,US_8773,MV_2887,2.5,Could be better.,2024-01-22 22:55:55
REV_137,US_111,MV_1132,6.8,Could be better.,2024-08-04 08:41:43
REV_138,US_2479,MV_7681,1.6,Could be better.,2024-07-06 00:22:38
REV_139,US_1938,MV_2279,5.2,Great movie!,2025-01-04 02:06:30
REV_140,US_2733,MV_1487,5.4,Great movie!,2024-06-14 11:02:26
REV_141,US_3238,MV_1622,1.8,Could be better.,2025-08-24 16:58:38
REV_142,US_85,MV_7064,4.2,Could be better.,2025-01-01 08:33:14
REV_143,US_5192,MV_8804,8.9,Could be better.,2024-08-11 07:08:13
REV_144,US_2805,MV_4567,2.5,Great movie!,2025-04-11 03:15:40
REV_146,US_6975,MV_6063,8.5,Could be better.,2024-04-09 16:12:43
REV_147,US_759,MV_5125,2.1,Great movie!,2024-03-05 13:29:15
REV_148,US_2312,MV_1696,4.1,Could be better.,2025-03-01 15:14:15
REV_149,US_3260,MV_9021,5.9,Great movie!,2025-12-06 22:10:10
REV_150,US_8461,MV_441,6.5,Great movie!,2024-12-12 11:25:23
REV_151,US_5157,MV_2062,3.3,Could be better.,2025-12-15 20:57:21
REV_152,US_8284,MV_8254,9.6,Great movie!,2025-12-15 03:33:57
REV_153,US_7640,MV_7024,4.8,Great movie!,2025-10-22 13:10:58
REV_154,US_2941,MV_498,5.5,Great movie!,2024-05-11 22:28:55
REV_155,US_1212,MV_2746,9.8,Great movie!,2025-03-28 20:12:26
REV_156,US_1769,MV_5911,3.3,Could be better.,2024-11-07 16:23:18
REV_157,US_8430,MV_5529,1.5,Great movie!,2025-03-24 02:22:47
REV_158,US_8548,MV_9541,3.2,Could be better.,2025-02-05 17:23:02
REV_159,US_1204,MV_8558,9.4,Could be better.,2025-06-20 17:55:16
REV_161,US_2524,MV_5566,4.8,Could be better.,2025-03-31 15:08:23
REV_163,US_7985,MV_8791,9.0,Could be better.,2024-02-07 03:48:01
REV_164,US_7951,MV_2172,5.6,Could be better.,2025-03-14 06:53:28
REV_165,US_8927,MV_404,2.9,Great movie!,2024-10-31 21:29:36
REV_166,US_3703,MV_3835,3.7,Great movie!,2024-06-21 20:01:18
REV_167,US_1154,MV_701,7.9,Could be better.,2025-11-10 15:01:03
REV_168,US_3561,MV_3719,1.6,Great movie!,2024-10-08 01:25:05
REV_169,US_6733,MV_5143,3.4,Great movie!,2025-12-28 18:02:22
REV_170,US_2872,MV_3996,1.1,Great movie!,2024-09-18 01:44:33
REV_171,US_5641,MV_2145,8.9,Could be better.,2025-11-24 14:25:05
REV_172,US_9557,MV_1597,8.0,Great movie!,2024-02-03 09:35:49
REV_173,US_5206,MV_8033,5.9,Could be better.,2025-11-06 05:51:59
REV_174,US_9945,MV_1996,7.1,Great movie!,2025-07-22 04:26:33
REV_176,US_1956,MV_6828,7.5,Could be better.,2025-06-29 04:21:06
REV_177,US_4468,MV_7627,2.8,Great movie!,2024-06-09 05:45:36
REV_178,US_3760,MV_2872,4.4,Could be better.,2025-03-20 15:23:09
REV_179,US_1659,MV_7991,3.2,Could be better.,2024-06-04 06:55:29
REV_181,US_6588,MV_313,9.7,Could be better.,2025-08-25 19:51:30
REV_182,US_8574,MV_9686,4.6,Great movie!,2024-11-05 00:36:29
REV_183,US_8900,MV_650,1.0,Could be better.,2024-10-31 10:55:03
REV_184,US_3041,MV_1664,3.1,Could be better.,2025-08-20 19:21:06
REV_185,US_5348,MV_3027,6.9,Great movie!,2024-10-31 15:14:42
REV_186,US_8195,MV_7910,9.7,Great movie!,2025-08-19 21:02:58
REV_188,US_4334,MV_1130,4.2,Great movie!,2024-10-21 21:31:41
REV_189,US_1034,MV_6299,3.5,Could be better.,2025-12-17 11:58:48
REV_190,US_846,MV_5579,1.5,Great movie!,2024-10-13 18:46:19
REV_191,US_4319,MV_7315,7.7,Could be better.,2025-10-10 11:34:15
REV_193,US_2296,MV_4053,3.1,Could be better.,2024-03-06 10:44:54
REV_194,US_2918,MV_3214,5.3,Could be better.,2025-10-05 19:42:32
REV_195,US_3116,MV_2790,5.5,Great movie!,2024-06-16 00:51:44
REV_196,US_2021,MV_1889,8.2,Great movie!,2024-12-04 19:05:00
REV_197,US_7234,MV_7086,8.9,Great movie!,2024-09-29 04:33:08
REV_198,US_463,MV_1636,4.5,Great movie!,2025-02-19 10:13:29
REV_199,US_4400,MV_5244,6.8,Great movie!,2025-03-08 07:10:18
REV_200,US_676,MV_8343,2.3,Great movie!,2024-04-05 14:28:25
REV_201,US_9123,MV_5007,3.1,Could be better.,2024-03-15 04:56:24
REV_202,US_7236,MV_3840,3.2,Great movie!,2025-09-06 00:01:57
REV_203,US_5186,MV_1183,7.2,Could be better.,2025-07-11 13:20:51
REV_205,US_3295,MV_7375,1.1,Could be better.,2024-06-19 09:57:41
REV_206,US_1773,MV_7252,2.9,Could be better.,2024-04-10 20:29:12
REV_207,US_1490,MV_1391,8.9,Could be better.,2025-10-04 19:48:52
REV_208,US_3124,MV_9455,5.5,Could be better.,2024-02-07 17:57:01
REV_209,US_5071,MV_5380,6.2,Could be better.,2025-05-09 08:28:07
REV_210,US_6752,MV_2800,2.9,Could be better.,2025-01-03 06:58:27
REV_211,US_8041,MV_6989,2.9,Could be better.,2025-08-05 23:13:30
REV_212,US_8252,MV_5581,5.1,Great movie!,2025-12-02 00:59:16
REV_213,US_2465,MV_3987,5.0,Great movie!,2025-08-23 19:33:08
REV_214,US_5840,MV_4647,3.9,Could be better.,2025-11-04 16:18:20
REV_215,US_2291,MV_7642,2.3,Great movie!,2024-03-26 04:29:21
REV_216,US_3828,MV_2910,7.3,Could be better.,2025-01-24 17:38:40
REV_217,US_9395,MV_7567,4.8,Could be better.,2024-07-11 07:16:19
REV_218,US_5356,MV_1784,1.5,Could be better.,2025-05-16 23:41:01
REV_219,US_741,MV_4962,7.8,Could be better.,2024-06-05 14:32:04
REV_220,US_4078,MV_8858,3.6,Great movie!,2025-06-03 02:15:23
REV_221,US_989,MV_8474,5.0,Could be better.,2024-08-12 10:48:52
REV_223,US_2493,MV_8450,6.1,Could be better.,2024-01-13 18:38:11
REV_224,US_4539,MV_3372,7.5,Could be better.,2025-10-05 06:32:00
REV_225,US_3936,MV_480,4.8,Great movie!,2025-04-08 15:48:22
REV_226,US_8978,MV_5914,8.2,Could be better.,2024-05-04 11:41:00
REV_227,US_7016,MV_9364,7.3,Great movie!,2024-12-20 12:54:16
REV_228,US_6301,MV_5004,4.0,Could be better.,2025-01-31 06:21:24
REV_229,US_1098,MV_6526,6.8,Could be better.,2024-02-27 23:42:02
REV_230,US_2517,MV_9898,1.8,Could be better.,2024-03-29 16:02:28
REV_231,US_4464,MV_5630,6.5,Great movie!,2025-01-21 12:51:57
REV_232,US_4767,MV_6115,6.5,Could be better.,2024-09-11 09:12:38
REV_233,US_6646,MV_6673,8.6,Could be better.,2024-03-30 21:20:29
REV_234,US_1490,MV_5735,7.7,Great movie!,2024-02-14 01:45:12
REV_235,US_7761,MV_9566,3.8,Great movie!,2024-10-22 16:13:32
REV_236,US_7359,MV_5169,5.3,Great movie!,2025-07-06 21:23:02
REV_237,US_601,MV_3279,1.8,Could be better.,2024-12-31 00:27:01
REV_238,US_7356,MV_3027,6.3,Great movie!,2025-12-28 20:28:00
REV_239,US_5603,MV_8088,3.2,Could be better.,2024-08-01 13:23:17
REV_240,US_9945,MV_6150,6.4,Great movie!,2024-04-18 12:49:28
REV_241,US_4385,MV_9943,3.7,Great movie!,2025-08-20 09:26:39
REV_242,US_7802,MV_1673,6.3,Could be better.,2025-10-22 09:00:02
REV_243,US_1876,MV_9787,8.3,Could be better.,2025-11-22 09:14:00
REV_244,US_9724,MV_3845,5.3,Great movie!,2025-09-19 08:18:56
REV_245,US_5554,MV_870,3.3,Could be better.,2025-11-21 04:47:29
REV_246,US_4638,MV_2874,9.4,Great movie!,2024-03-26 22:26:16
REV_247,US_4923,MV_5988,9.0,Great movie!,2025-10-05 19:39:10
REV_248,US_2071,MV_8282,3.1,Could be better.,2025-08-06 09:09:29
REV_249,US_1114,MV_6125,6.4,Could be better.,2024-08-10 00:49:57
REV_250,US_1655,MV_6537,1.9,Great movie!,2024-02-07 11:34:29
REV_251,US_5022,MV_7701,9.1,Could be better.,2024-11-03 16:43:44
REV_252,US_2666,MV_482,4.2,Could be better.,2025-05-12 13:04:08
REV_253,US_9670,MV_9764,2.1,Great movie!,2024-06-22 13:03:31
REV_254,US_5859,MV_2063,2.7,Great movie!,2025-02-19 01:29:46
REV_255,US_5304,MV_9788,2.0,Could be better.,2025-01-20 20:45:45
REV_256,US_8509,MV_7309,8.0,Great movie!,2025-02-05 13:23:14
REV_257,US_5112,MV_8421,8.5,Could be better.,2025-05-26 07:54:41
REV_258,US_4795,MV_9767,1.9,Could be better.,2025-11-28 21:11:21
REV_259,US_8643,MV_8569,5.5,Great movie!,2025-11-19 02:59:00
REV_260,US_8815,MV_2550,6.3,Could be better.,2024-10-01 09:26:48
REV_261,US_793,MV_5625,4.4,Great movie!,2025-02-11 11:49:22
REV_262,US_6871,MV_9714,3.8,Great movie!,2024-07-15 06:35:39
REV_263,US_7083,MV_5048,6.7,Could be better.,2025-06-29 04:08:50
REV_264,US_2055,MV_1998,4.9,Great movie!,2024-03-11 03:46:37
REV_265,US_5065,MV_4391,6.4,Great movie!,2024-05-19 21:47:55
REV_266,US_3173,MV_36,6.6,Could be better.,2024-08-13 22:28:07
REV_267,US_8848,MV_307,4.8,Great movie!,2025-12-30 20:49:27
REV_268,US_3251,MV_9244,1.3,Could be better.,2024-08-29 17:34:12
REV_269,US_7119,MV_6056,8.0,Could be better.,2024-10-20 06:13:48
REV_270,US_8678,MV_6244,8.9,Could be better.,2024-11-12 04:21:16
REV_271,US_7924,MV_6107,4.8,Could be better.,2025-11-01 21:54:06
REV_272,US_6567,MV_8053,10.0,Could be better.,2024-03-03 08:42:36
REV_273,US_4868,MV_8674,7.4,Could be better.,2025-10-20 18:47:52
REV_274,US_2373,MV_8723,9.3,Great movie!,2025-10-31 15:13:54
REV_275,US_6471,MV_8308,5.3,Could be better.,2025-08-19 15:55:46
REV_276,US_1845,MV_9797,5.5,Could be better.,2024-02-04 18:19:30
REV_277,US_1257,MV_571,8.5,Could be better.,2024-06-27 19:01:26
REV_278,US_7819,MV_4794,1.2,Could be better.,2024-08-10 05:25:33
REV_279,US_32,MV_9419,7.8,Could be better.,2025-07-20 13:07:48
REV_280,US_5204,MV_5047,7.3,Could be better.,2024-07-23 19:29:07
REV_281,US_5328,MV_9974,3.0,Great movie!,2025-05-06 09:24:57
REV_282,US_6506,MV_2503,3.5,Great movie!,2025-09-03 14:22:49
REV_283,US_9643,MV_1332,8.1,Could be better.,2025-10-05 03:44:15
REV_284,US_7633,MV_6521,8.8,Great movie!,2024-07-12 15:43:26
REV_285,US_6667,MV_8179,9.5,Great movie!,2024-12-10 09:56:39
REV_286,US_1275,MV_3120,4.3,Could be better.,2025-04-21 18:49:06
REV_287,US_9401,MV_1753,2.7,Great movie!,2025-05-22 11:54:27
REV_288,US_4900,MV_2421,5.7,Could be better.,2025-11-10 21:04:41
REV_289,US_5591,MV_4375,9.8,Great movie!,2025-02-01 14:57:23
REV_290,US_4615,MV_3323,7.0,Could be better.,2024-09-24 10:09:45
REV_291,US_18,MV_3653,3.3,Could be better.,2024-02-02 02:25:30
REV_292,US_655,MV_8680,1.7,Could be better.,2024-10-17 10:05:39
REV_293,US_6167,MV_3012,1.9,Could be better.,2024-01-12 14:52:54
REV_294,US_255,MV_761,3.3,Could be better.,2024-05-09 17:12:44
REV_295,US_9627,MV_9645,7.4,Could be better.,2024-11-27 20:28:44
REV_296,US_3512,MV_6910,7.7,Great movie!,2025-11-05 04:22:20
REV_297,US_3457,MV_645,8.3,Could be better.,2025-06-01 20:53:34
REV_299,US_576,MV_1329,1.4,Great movie!,2024-03-15 14:30:33
REV_301,US_8396,MV_1883,8.6,Could be better.,2024-10-04 17:47:35
REV_302,US_566,MV_299,6.0,Great movie!,2024-09-10 22:13:41
REV_303,US_3289,MV_6861,2.5,Could be better.,2024-09-21 00:14:21
REV_304,US_8075,MV_4796,8.4,Great movie!,2024-04-19 03:22:46
REV_305,US_8902,MV_5003,7.3,Could be better.,2025-10-04 21:54:29
REV_306,US_405,MV_3310,2.4,Could be better.,2024-05-02 01:29:47
REV_307,US_3805,MV_2607,7.0,Great movie!,2024-12-21 07:49:06
REV_308,US_5106,MV_5658,9.9,Could be better.,2024-01-05 17:36:09
REV_309,US_8251,MV_9883,6.6,Could be better.,2024-09-26 11:45:39
REV_310,US_83,MV_3204,6.4,Great movie!,2025-10-14 13:12:13
REV_311,US_9027,MV_7650,6.0,Could be better.,2025-08-15 01:36:35
REV_312,US_827,MV_5803,9.1,Great movie!,2024-09-27 17:57:42
REV_313,US_2097,MV_995,2.7,Could be better.,2024-01-15 04:56:52
REV_314,US_3610,MV_7154,8.3,Great movie!,2024-06-10 05:48:25
REV_315,US_5875,MV_4847,4.5,Could be better.,2025-10-01 14:44:09
REV_316,US_6091,MV_2785,9.3,Great movie!,2024-04-20 04:27:40
REV_318,US_5821,MV_3584,2.4,Could be better.,2024-08-01 16:36:39
REV_319,US_5606,MV_4126,4.0,Could be better.,2024-04-24 05:34:10
REV_320,US_7240,MV_4463,9.0,Could be better.,2025-01-02 21:40:31
REV_321,US_7470,MV_4349,8.2,Could be better.,2024-05-01 04:23:10
REV_322,US_50,MV_8602,5.2,Great movie!,2025-05-17 19:33:46
REV_324,US_5180,MV_5408,8.0,Could be better.,2024-12-30 23:06:55
REV_325,US_5464,MV_9267,5.6,Could be better.,2025-07-15 17:35:05
REV_326,US_6636,MV_915,9.2,Great movie!,2024-05-29 12:15:32
REV_327,US_1539,MV_5586,6.2,Great movie!,2024-07-03 05:44:09
REV_328,US_9928,MV_1570,4.5,Could be better.,2024-03-10 12:03:01
REV_329,US_1363,MV_4692,6.8,Great movie!,2024-04-09 20:07:50
REV_330,US_1280,MV_1800,3.0,Could be better.,2025-01-18 04:03:59
REV_331,US_5906,MV_8696,8.2,Could be better.,2025-01-07 21:23:21
REV_332,US_6757,MV_5335,3.3,Great movie!,2024-05-04 03:49:17
REV_333,US_7926,MV_2890,5.7,Great movie!,2025-04-30 04:17:12
REV_334,US_6591,MV_9931,9.9,Could be better.,2024-04-17 09:43:11
REV_335,US_93,MV_8887,7.8,Great movie!,2024-03-09 05:31:56
REV_336,US_303,MV_4105,9.1,Great movie!,2024-11-18 14:10:56
REV_337,US_8913,MV_6527,7.1,Could be better.,2025-07-28 18:08:37
REV_338,US_8331,MV_6869,7.6,Great movie!,2024-09-26 01:50:14
REV_339,US_9663,MV_3387,7.5,Great movie!,2025-02-06 11:45:10
REV_340,US_3627,MV_9133,6.9,Could be better.,2025-05-25 14:24:10
REV_341,US_5786,MV_8685,1.4,Great movie!,2025-08-30 16:51:54
REV_342,US_852,MV_4542,6.0,Great movie!,2024-04-10 10:26:39
REV_343,US_7262,MV_3880,8.9,Great movie!,2024-08-19 07:33:08
REV_344,US_7093,MV_9922,4.9,Great movie!,2024-04-24 18:23:52
REV_345,US_2930,MV_3544,9.4,Could be better.,2024-12-04 14:00:36
REV_346,US_8203,MV_7828,1.4,Great movie!,2025-04-03 17:19:18
REV_347,US_4408,MV_124,9.1,Could be better.,2025-07-15 19:03:48
REV_348,US_4661,MV_1623,5.1,Could be better.,2025-06-19 05:23:13
REV_349,US_1963,MV_525,5.2,Great movie!,2024-12-10 06:20:21
REV_350,US_4775,MV_1758,7.6,Could be better.,2024-02-14 05:18:43
REV_351,US_8199,MV_3210,5.5,Great movie!,2024-06-30 15:20:39
REV_352,US_293,MV_3799,5.8,Great movie!,2025-06-20 10:28:33
REV_353,US_3896,MV_3748,6.8,Great movie!,2024-08-11 19:38:25
REV_354,US_9996,MV_6745,8.3,Could be better.,2025-07-25 04:43:30
REV_355,US_3717,MV_7667,6.5,Could be better.,2025-06-03 03:13:16
REV_356,US_5993,MV_9554,3.7,Could be better.,2024-07-05 17:20:15
REV_357,US_1637,MV_7817,7.3,Great movie!,2025-08-26 12:26:22
REV_358,US_2780,MV_7233,3.7,Great movie!,2024-03-05 08:42:57
REV_359,US_689,MV_2035,4.5,Great movie!,2024-11-22 08:57:14
REV_360,US_3613,MV_1648,7.2,Could be better.,2025-06-18 05:25:56
REV_361,US_3280,MV_2104,5.3,Great movie!,2025-01-03 06:00:04
REV_362,US_1902,MV_4577,8.9,Could be better.,2025-05-26 19:33:57
REV_363,US_2128,MV_4772,4.4,Great movie!,2024-06-17 22:42:57
REV_364,US_8077,MV_9543,8.0,Could be better.,2024-02-08 22:18:19
REV_365,US_3076,MV_3432,2.2,Could be better.,2024-04-15 10:01:32
REV_366,US_2513,MV_2865,6.4,Great movie!,2024-06-24 00:26:54
REV_367,US_6457,MV_5782,1.5,Great movie!,2025-01-18 05:12:18
REV_368,US_4600,MV_9254,6.6,Great movie!,2024-04-18 15:52:55
REV_369,US_7878,MV_1629,6.0,Great movie!,2025-06-29 13:00:38
REV_370,US_7224,MV_5627,5.2,Could be better.,2024-05-14 07:21:42
REV_371,US_4530,MV_9382,5.6,Great movie!,2025-02-12 05:28:03
REV_372,US_599,MV_5602,3.3,Could be better.,2025-01-09 00:51:27
REV_373,US_2776,MV_6693,5.8,Great movie!,2025-11-17 07:00:20
REV_374,US_9890,MV_4687,1.9,Could be better.,2025-07-21 03:55:55
REV_375,US_9413,MV_962,2.1,Great movie!,2025-06-12 03:35:47
REV_377,US_3761,MV_1447,8.8,Could be better.,2025-02-24 14:37:09
REV_378,US_2701,MV_386,5.9,Could be better.,2024-01-08 19:19:50
REV_379,US_3431,MV_2632,1.4,Could be better.,2025-12-05 12:54:34
REV_380,US_9465,MV_9089,7.9,Great movie!,2024-04-10 20:06:28
REV_381,US_221,MV_461,8.8,Great movie!,2025-09-13 22:42:17
